age,workclass,occupation,hours.per.week,income,age_groups,Education Level
17,Private,Sales,20,<=50K,,School Level
32,Private,Craft-repair,50,>50K,31-40,College Level
18,Private,Sales,16,<=50K,17-20,School Level
62,Private,Other-service,40,<=50K,61-70,School Level
45,Private,Other-service,40,<=50K,41-50,Masters
46,Private,Prof-specialty,70,<=50K,41-50,Masters
73,Self-emp-not-inc,Farming-fishing,40,<=50K,71-80,School Level
64,Private,Prof-specialty,60,>50K,61-70,Masters
26,Private,Prof-specialty,45,>50K,21-30,College Level
23,Private,Sales,48,<=50K,21-30,School Level
30,Private,Machine-op-inspct,40,<=50K,21-30,School Level
51,Private,Adm-clerical,40,<=50K,51-60,College Level
35,Self-emp-not-inc,Exec-managerial,55,<=50K,31-40,College Level
35,Self-emp-inc,Prof-specialty,40,>50K,31-40,Masters
41,Private,Machine-op-inspct,40,<=50K,41-50,School Level
40,Private,Sales,50,>50K,31-40,College Level
46,Local-gov,Prof-specialty,40,>50K,41-50,College Level
31,Private,Other-service,30,<=50K,31-40,School Level
41,Self-emp-inc,Machine-op-inspct,40,<=50K,41-50,College Level
23,Private,Sales,40,<=50K,21-30,School Level
49,Private,Adm-clerical,45,>50K,41-50,College Level
53,Private,Tech-support,40,<=50K,51-60,Associate
36,Private,Exec-managerial,40,<=50K,31-40,Associate
32,Private,Craft-repair,72,<=50K,31-40,College Level
20,Private,Transport-moving,40,<=50K,17-20,School Level
22,Private,Tech-support,32,<=50K,21-30,College Level
25,Private,Craft-repair,40,<=50K,21-30,Associate
24,Private,Farming-fishing,20,<=50K,21-30,College Level
20,Private,Farming-fishing,30,<=50K,17-20,School Level
60,Self-emp-not-inc,Exec-managerial,40,>50K,51-60,College Level
20,Private,Other-service,30,<=50K,17-20,School Level
52,Private,Exec-managerial,45,>50K,51-60,College Level
36,Private,Transport-moving,40,>50K,31-40,School Level
46,Local-gov,Prof-specialty,40,>50K,41-50,College Level
22,Private,Sales,25,<=50K,21-30,School Level
19,Private,Exec-managerial,35,<=50K,17-20,College Level
37,Private,Sales,40,<=50K,31-40,School Level
30,Private,Sales,40,>50K,21-30,Associate
44,Private,Craft-repair,25,<=50K,41-50,Associate
22,Private,Sales,45,<=50K,21-30,School Level
17,Private,Adm-clerical,40,<=50K,,School Level
21,Private,Handlers-cleaners,40,<=50K,17-20,School Level
67,Private,Exec-managerial,40,>50K,61-70,Masters
46,Private,Exec-managerial,40,<=50K,41-50,School Level
29,Private,Handlers-cleaners,50,<=50K,21-30,School Level
20,Private,Handlers-cleaners,6,<=50K,17-20,College Level
27,Private,Other-service,24,<=50K,21-30,College Level
35,Private,Craft-repair,40,>50K,31-40,College Level
19,Private,Adm-clerical,30,<=50K,17-20,College Level
36,Private,Other-service,40,<=50K,31-40,School Level
62,State-gov,Prof-specialty,40,<=50K,61-70,College Level
18,Private,Other-service,15,<=50K,17-20,School Level
37,Private,Exec-managerial,40,<=50K,31-40,College Level
27,Private,Craft-repair,40,<=50K,21-30,College Level
46,Local-gov,Prof-specialty,43,<=50K,41-50,Masters
33,Private,Exec-managerial,40,>50K,31-40,College Level
62,Private,Craft-repair,40,<=50K,61-70,School Level
28,Private,Machine-op-inspct,40,<=50K,21-30,School Level
22,Private,Sales,35,<=50K,21-30,College Level
34,Private,Craft-repair,72,<=50K,31-40,School Level
62,Private,Sales,20,>50K,61-70,College Level
30,Private,Handlers-cleaners,40,<=50K,21-30,College Level
19,Private,Other-service,20,<=50K,17-20,School Level
27,Private,Machine-op-inspct,45,<=50K,21-30,Associate
36,Private,Craft-repair,50,>50K,31-40,College Level
52,Private,Machine-op-inspct,40,>50K,51-60,College Level
47,Private,Exec-managerial,55,<=50K,41-50,School Level
57,Local-gov,Protective-serv,40,<=50K,51-60,School Level
64,Private,Exec-managerial,40,<=50K,61-70,College Level
53,Private,Other-service,47,<=50K,51-60,School Level
53,Private,Craft-repair,44,>50K,51-60,College Level
31,Private,Sales,40,<=50K,31-40,College Level
45,Local-gov,Other-service,40,<=50K,41-50,School Level
45,State-gov,Adm-clerical,40,<=50K,41-50,School Level
23,Private,Other-service,28,<=50K,21-30,College Level
39,Local-gov,Prof-specialty,72,<=50K,31-40,Masters
31,Private,Exec-managerial,40,<=50K,31-40,Associate
35,Self-emp-not-inc,Farming-fishing,45,<=50K,31-40,College Level
55,Self-emp-not-inc,Exec-managerial,40,>50K,51-60,College Level
31,Private,Craft-repair,40,<=50K,31-40,School Level
58,Self-emp-inc,Transport-moving,60,<=50K,51-60,School Level
46,Self-emp-not-inc,Other-service,40,<=50K,41-50,School Level
38,Private,Craft-repair,40,<=50K,31-40,Associate
48,Self-emp-not-inc,Craft-repair,60,<=50K,41-50,School Level
73,Private,Prof-specialty,15,<=50K,71-80,College Level
25,Private,Adm-clerical,45,>50K,21-30,College Level
53,Federal-gov,Farming-fishing,40,<=50K,51-60,College Level
37,Private,Prof-specialty,40,<=50K,31-40,College Level
30,Private,Handlers-cleaners,50,<=50K,21-30,School Level
29,Private,Machine-op-inspct,40,<=50K,21-30,School Level
29,State-gov,Protective-serv,40,<=50K,21-30,College Level
58,Private,Exec-managerial,40,>50K,51-60,Masters
42,Self-emp-not-inc,Other-service,50,<=50K,41-50,School Level
62,Local-gov,Protective-serv,24,<=50K,61-70,School Level
38,Private,Sales,40,>50K,31-40,College Level
36,Self-emp-not-inc,Sales,50,>50K,31-40,College Level
42,Self-emp-not-inc,Sales,30,<=50K,41-50,School Level
42,Self-emp-not-inc,Craft-repair,40,<=50K,41-50,College Level
43,Private,Adm-clerical,38,>50K,41-50,College Level
37,Private,Craft-repair,40,>50K,31-40,Associate
27,Private,Tech-support,40,<=50K,21-30,College Level
54,Private,Machine-op-inspct,40,<=50K,51-60,School Level
29,Private,Other-service,30,<=50K,21-30,School Level
29,Private,Machine-op-inspct,38,<=50K,21-30,School Level
37,Private,Other-service,47,<=50K,31-40,College Level
55,Self-emp-inc,Sales,40,<=50K,51-60,College Level
67,Private,Priv-house-serv,20,<=50K,61-70,School Level
51,Private,Handlers-cleaners,30,<=50K,51-60,School Level
35,Private,Prof-specialty,32,<=50K,31-40,Masters
64,Self-emp-not-inc,Other-service,40,<=50K,61-70,School Level
23,Private,Handlers-cleaners,55,<=50K,21-30,School Level
49,Private,Other-service,35,<=50K,41-50,College Level
38,Self-emp-not-inc,Prof-specialty,70,<=50K,31-40,College Level
62,Private,Handlers-cleaners,40,<=50K,61-70,School Level
62,Self-emp-not-inc,Craft-repair,10,<=50K,61-70,School Level
45,Self-emp-not-inc,Craft-repair,40,<=50K,41-50,Masters
20,Private,Sales,40,<=50K,17-20,Associate
38,Private,Machine-op-inspct,48,<=50K,31-40,School Level
50,Self-emp-inc,Adm-clerical,40,<=50K,41-50,College Level
40,Private,Adm-clerical,55,>50K,31-40,College Level
30,Private,Craft-repair,70,<=50K,21-30,School Level
52,Federal-gov,Exec-managerial,40,<=50K,51-60,College Level
28,Self-emp-not-inc,Prof-specialty,50,>50K,21-30,College Level
62,Self-emp-not-inc,Transport-moving,30,<=50K,61-70,School Level
31,Private,Other-service,40,<=50K,31-40,School Level
40,Private,Exec-managerial,40,>50K,31-40,School Level
53,Private,Sales,40,>50K,51-60,College Level
42,Private,Farming-fishing,40,<=50K,41-50,School Level
26,Private,Other-service,25,<=50K,21-30,College Level
51,Private,Transport-moving,40,>50K,51-60,School Level
49,Private,Prof-specialty,50,>50K,41-50,Masters
43,Private,Machine-op-inspct,40,<=50K,41-50,School Level
42,Private,Farming-fishing,40,<=50K,41-50,College Level
31,Private,Sales,40,<=50K,31-40,School Level
26,Private,Transport-moving,40,<=50K,21-30,School Level
50,Private,Prof-specialty,40,<=50K,41-50,College Level
35,Private,Machine-op-inspct,40,<=50K,31-40,School Level
37,Private,Tech-support,40,<=50K,31-40,College Level
20,Private,Sales,16,<=50K,17-20,College Level
31,Local-gov,Prof-specialty,40,>50K,31-40,College Level
28,Private,Craft-repair,35,<=50K,21-30,School Level
46,Private,Tech-support,40,>50K,41-50,School Level
21,Private,Prof-specialty,8,<=50K,17-20,College Level
30,Private,Exec-managerial,70,>50K,21-30,College Level
66,Self-emp-inc,Exec-managerial,70,<=50K,61-70,College Level
37,Self-emp-inc,Sales,60,>50K,31-40,College Level
74,State-gov,Handlers-cleaners,20,<=50K,71-80,School Level
46,State-gov,Protective-serv,70,>50K,41-50,College Level
47,Self-emp-inc,Exec-managerial,50,>50K,41-50,College Level
49,Private,Exec-managerial,40,<=50K,41-50,College Level
53,Private,Craft-repair,48,<=50K,51-60,School Level
24,Private,Machine-op-inspct,40,<=50K,21-30,Associate
54,Private,Transport-moving,50,<=50K,51-60,School Level
32,Private,Craft-repair,40,<=50K,31-40,College Level
45,Private,Sales,45,<=50K,41-50,College Level
37,State-gov,Other-service,65,<=50K,31-40,College Level
48,State-gov,Prof-specialty,61,>50K,41-50,Masters
25,Private,Adm-clerical,40,<=50K,21-30,College Level
27,Private,Adm-clerical,40,<=50K,21-30,College Level
69,Private,Adm-clerical,8,<=50K,61-70,School Level
38,Private,Sales,52,>50K,31-40,College Level
47,Private,Adm-clerical,40,<=50K,41-50,School Level
30,Self-emp-not-inc,Adm-clerical,60,<=50K,21-30,College Level
27,Private,Prof-specialty,45,<=50K,21-30,College Level
19,Private,Sales,35,<=50K,17-20,College Level
24,Private,Craft-repair,50,>50K,21-30,School Level
32,Private,Prof-specialty,40,<=50K,31-40,College Level
38,Private,Handlers-cleaners,40,<=50K,31-40,School Level
19,Private,Farming-fishing,36,<=50K,17-20,School Level
28,Private,Handlers-cleaners,40,<=50K,21-30,College Level
39,Local-gov,Prof-specialty,55,<=50K,31-40,Masters
38,Self-emp-not-inc,Sales,60,<=50K,31-40,College Level
42,Private,Machine-op-inspct,40,>50K,41-50,School Level
31,Private,Adm-clerical,40,>50K,31-40,College Level
46,Private,Machine-op-inspct,40,<=50K,41-50,School Level
53,Private,Exec-managerial,54,<=50K,51-60,College Level
21,Private,Handlers-cleaners,15,<=50K,17-20,Associate
48,Self-emp-not-inc,Sales,50,<=50K,41-50,School Level
30,Private,Transport-moving,45,<=50K,21-30,School Level
24,Private,Adm-clerical,40,<=50K,21-30,School Level
32,Private,Craft-repair,50,<=50K,31-40,School Level
30,Private,Other-service,40,<=50K,21-30,School Level
57,State-gov,Prof-specialty,50,<=50K,51-60,Masters
56,Private,Adm-clerical,40,<=50K,51-60,School Level
27,Private,Exec-managerial,37,<=50K,21-30,School Level
38,Private,Machine-op-inspct,40,<=50K,31-40,College Level
19,Private,Adm-clerical,40,<=50K,17-20,School Level
61,Self-emp-not-inc,Adm-clerical,50,>50K,61-70,College Level
49,Private,Tech-support,40,<=50K,41-50,Associate
28,Private,Craft-repair,38,<=50K,21-30,School Level
50,Self-emp-inc,Prof-specialty,55,>50K,41-50,Masters
34,Private,Machine-op-inspct,48,<=50K,31-40,School Level
28,Private,Craft-repair,40,<=50K,21-30,School Level
31,Private,Craft-repair,40,<=50K,31-40,College Level
55,Private,Machine-op-inspct,44,<=50K,51-60,School Level
26,Private,Exec-managerial,45,>50K,21-30,College Level
51,Local-gov,Prof-specialty,40,>50K,51-60,Masters
35,Private,Craft-repair,40,<=50K,31-40,School Level
42,Private,Exec-managerial,31,<=50K,41-50,Associate
31,Private,Prof-specialty,30,<=50K,31-40,Masters
22,Local-gov,Farming-fishing,20,<=50K,21-30,School Level
67,Private,Transport-moving,60,<=50K,61-70,School Level
63,Private,Other-service,24,<=50K,61-70,School Level
31,Private,Machine-op-inspct,40,>50K,31-40,School Level
17,Private,Prof-specialty,40,<=50K,,School Level
41,Local-gov,Transport-moving,40,<=50K,41-50,School Level
53,Local-gov,Transport-moving,38,<=50K,51-60,School Level
24,Private,Farming-fishing,40,<=50K,21-30,College Level
35,Private,Tech-support,35,<=50K,31-40,Associate
61,Private,Tech-support,40,>50K,61-70,College Level
31,Private,Prof-specialty,40,<=50K,31-40,Associate
56,Private,Sales,36,>50K,51-60,School Level
66,Private,Adm-clerical,40,<=50K,61-70,Associate
45,Private,Craft-repair,40,<=50K,41-50,College Level
64,Private,Craft-repair,40,<=50K,61-70,School Level
38,Private,Adm-clerical,36,>50K,31-40,School Level
43,Local-gov,Craft-repair,40,<=50K,41-50,College Level
37,Private,Craft-repair,49,<=50K,31-40,School Level
19,Private,Adm-clerical,16,<=50K,17-20,School Level
59,Self-emp-not-inc,Exec-managerial,40,<=50K,51-60,School Level
50,Federal-gov,Adm-clerical,40,<=50K,41-50,College Level
33,Private,Exec-managerial,50,>50K,31-40,College Level
56,Private,Tech-support,45,>50K,51-60,College Level
28,Private,Sales,40,<=50K,21-30,Associate
27,Private,Adm-clerical,34,<=50K,21-30,School Level
34,Private,Other-service,40,<=50K,31-40,School Level
19,Private,Sales,30,<=50K,17-20,School Level
68,Self-emp-not-inc,Exec-managerial,40,>50K,61-70,School Level
28,Private,Prof-specialty,38,>50K,21-30,Masters
22,Self-emp-not-inc,Farming-fishing,40,<=50K,21-30,School Level
58,Private,Adm-clerical,40,<=50K,51-60,Associate
31,Private,Machine-op-inspct,25,<=50K,31-40,College Level
17,Local-gov,Protective-serv,30,<=50K,,School Level
23,Private,Other-service,23,<=50K,21-30,College Level
25,Private,Other-service,40,<=50K,21-30,School Level
47,Private,Craft-repair,40,<=50K,41-50,School Level
39,Private,Exec-managerial,60,>50K,31-40,College Level
44,Private,Craft-repair,40,<=50K,41-50,School Level
46,Private,Prof-specialty,40,>50K,41-50,Associate
38,Self-emp-not-inc,Farming-fishing,35,<=50K,31-40,College Level
23,Private,Machine-op-inspct,30,<=50K,21-30,School Level
34,Private,Prof-specialty,35,<=50K,31-40,College Level
33,Private,Craft-repair,40,>50K,31-40,School Level
38,Private,Other-service,20,<=50K,31-40,School Level
52,Self-emp-not-inc,Exec-managerial,40,<=50K,51-60,Associate
50,Private,Sales,33,<=50K,41-50,School Level
35,Private,Other-service,40,<=50K,31-40,College Level
44,Private,Sales,15,<=50K,41-50,School Level
38,Self-emp-not-inc,Farming-fishing,50,<=50K,31-40,School Level
29,Private,Prof-specialty,40,>50K,21-30,School Level
33,Private,Adm-clerical,40,<=50K,31-40,Associate
18,Private,Sales,30,<=50K,17-20,School Level
43,Private,Exec-managerial,40,<=50K,41-50,College Level
42,Private,Exec-managerial,40,<=50K,41-50,Associate
42,Private,Transport-moving,40,<=50K,41-50,School Level
32,Private,Handlers-cleaners,30,<=50K,31-40,School Level
36,Private,Tech-support,40,<=50K,31-40,Associate
41,State-gov,Farming-fishing,40,>50K,41-50,College Level
30,Private,Other-service,40,<=50K,21-30,College Level
21,Private,Other-service,35,<=50K,17-20,School Level
33,Private,Transport-moving,40,>50K,31-40,College Level
19,Private,Handlers-cleaners,25,<=50K,17-20,School Level
35,Private,Transport-moving,40,<=50K,31-40,School Level
43,Private,Tech-support,35,<=50K,41-50,School Level
45,Private,Transport-moving,24,<=50K,41-50,School Level
25,Private,Exec-managerial,50,<=50K,21-30,College Level
39,Self-emp-not-inc,Exec-managerial,40,<=50K,31-40,College Level
26,Private,Handlers-cleaners,40,<=50K,21-30,School Level
60,Private,Transport-moving,10,<=50K,51-60,Masters
52,Local-gov,Prof-specialty,40,>50K,51-60,Masters
22,Private,Transport-moving,30,<=50K,21-30,School Level
23,Private,Other-service,40,<=50K,21-30,College Level
46,Private,Other-service,40,<=50K,41-50,School Level
34,Self-emp-not-inc,Sales,30,<=50K,31-40,College Level
39,Private,Prof-specialty,50,>50K,31-40,College Level
38,Private,Prof-specialty,40,<=50K,31-40,School Level
56,Self-emp-not-inc,Exec-managerial,25,<=50K,51-60,Masters
55,Federal-gov,Adm-clerical,40,<=50K,51-60,School Level
23,Private,Machine-op-inspct,40,<=50K,21-30,College Level
39,Private,Adm-clerical,40,<=50K,31-40,College Level
24,Private,Sales,30,<=50K,21-30,College Level
51,Self-emp-not-inc,Sales,40,>50K,51-60,School Level
47,Self-emp-inc,Exec-managerial,50,>50K,41-50,College Level
25,Self-emp-not-inc,Farming-fishing,50,<=50K,21-30,School Level
34,Private,Prof-specialty,55,>50K,31-40,College Level
19,Private,Exec-managerial,28,<=50K,17-20,College Level
32,Private,Craft-repair,40,<=50K,31-40,College Level
49,Private,Sales,40,>50K,41-50,School Level
43,Private,Craft-repair,55,<=50K,41-50,School Level
59,Private,Adm-clerical,40,<=50K,51-60,School Level
32,Private,Exec-managerial,40,>50K,31-40,College Level
25,Private,Exec-managerial,40,<=50K,21-30,College Level
32,Private,Exec-managerial,40,<=50K,31-40,School Level
17,Private,Handlers-cleaners,15,<=50K,,School Level
57,Self-emp-inc,Prof-specialty,35,>50K,51-60,College Level
17,Self-emp-not-inc,Handlers-cleaners,15,<=50K,,School Level
27,Private,Tech-support,40,<=50K,21-30,College Level
41,Local-gov,Protective-serv,40,<=50K,41-50,School Level
19,Private,Sales,25,<=50K,17-20,School Level
41,Private,Other-service,40,<=50K,41-50,School Level
39,Private,Exec-managerial,50,>50K,31-40,College Level
30,Private,Craft-repair,40,<=50K,21-30,School Level
37,Private,Machine-op-inspct,40,>50K,31-40,College Level
18,Private,Adm-clerical,15,<=50K,17-20,School Level
40,Self-emp-not-inc,Sales,45,>50K,31-40,College Level
24,Private,Sales,40,<=50K,21-30,School Level
33,Private,Craft-repair,50,<=50K,31-40,School Level
48,Private,Handlers-cleaners,40,<=50K,41-50,College Level
51,Private,Sales,40,>50K,51-60,College Level
48,Private,Craft-repair,40,<=50K,41-50,School Level
43,Private,Craft-repair,45,<=50K,41-50,School Level
34,Private,Exec-managerial,50,<=50K,31-40,College Level
41,Private,Craft-repair,30,<=50K,41-50,Associate
25,Private,Craft-repair,40,<=50K,21-30,School Level
20,Private,Other-service,50,<=50K,17-20,School Level
35,Private,Exec-managerial,70,<=50K,31-40,College Level
42,Local-gov,Prof-specialty,40,<=50K,41-50,Masters
26,Local-gov,Other-service,16,<=50K,21-30,School Level
46,Private,Other-service,50,<=50K,41-50,School Level
39,State-gov,Prof-specialty,40,>50K,31-40,College Level
39,Private,Craft-repair,40,>50K,31-40,College Level
47,Private,Craft-repair,40,>50K,41-50,School Level
40,Private,Transport-moving,50,>50K,31-40,College Level
43,State-gov,Craft-repair,40,>50K,41-50,School Level
32,Private,Handlers-cleaners,40,<=50K,31-40,School Level
31,Private,Sales,40,<=50K,31-40,School Level
44,Federal-gov,Adm-clerical,40,>50K,41-50,Associate
46,Local-gov,Protective-serv,40,>50K,41-50,College Level
53,Self-emp-not-inc,Prof-specialty,50,>50K,51-60,Masters
43,Private,Exec-managerial,40,<=50K,41-50,College Level
41,State-gov,Prof-specialty,40,<=50K,41-50,College Level
35,Private,Other-service,40,<=50K,31-40,School Level
48,Private,Sales,45,<=50K,41-50,College Level
28,State-gov,Exec-managerial,40,<=50K,21-30,Masters
44,Private,Prof-specialty,32,<=50K,41-50,College Level
51,Local-gov,Prof-specialty,40,<=50K,51-60,College Level
28,Private,Transport-moving,50,<=50K,21-30,School Level
36,Private,Craft-repair,60,<=50K,31-40,College Level
28,Private,Other-service,35,<=50K,21-30,School Level
21,Private,Sales,40,<=50K,17-20,College Level
36,Local-gov,Craft-repair,40,<=50K,31-40,College Level
31,Private,Prof-specialty,43,<=50K,31-40,School Level
44,Self-emp-not-inc,Farming-fishing,60,<=50K,41-50,School Level
49,Local-gov,Handlers-cleaners,40,<=50K,41-50,School Level
40,Private,Craft-repair,40,<=50K,31-40,School Level
64,Federal-gov,Prof-specialty,40,>50K,61-70,Masters
27,Private,Sales,55,<=50K,21-30,College Level
18,Private,Other-service,20,<=50K,17-20,College Level
68,Private,Craft-repair,44,<=50K,61-70,School Level
36,Private,Transport-moving,40,<=50K,31-40,School Level
21,Private,Farming-fishing,24,<=50K,17-20,School Level
22,Private,Craft-repair,30,<=50K,21-30,College Level
61,Private,Prof-specialty,40,<=50K,61-70,College Level
24,Private,Sales,10,<=50K,21-30,College Level
49,State-gov,Prof-specialty,50,>50K,41-50,College Level
25,Private,Priv-house-serv,30,<=50K,21-30,College Level
29,Private,Prof-specialty,45,<=50K,21-30,College Level
22,Private,Sales,40,<=50K,21-30,School Level
57,Federal-gov,Prof-specialty,40,<=50K,51-60,College Level
29,Private,Craft-repair,40,>50K,21-30,School Level
20,Private,Adm-clerical,35,<=50K,17-20,College Level
47,Private,Sales,45,>50K,41-50,College Level
22,Private,Exec-managerial,55,<=50K,21-30,School Level
59,Self-emp-inc,Prof-specialty,50,>50K,51-60,Associate
42,State-gov,Adm-clerical,40,>50K,41-50,Masters
64,Self-emp-not-inc,Prof-specialty,35,<=50K,61-70,College Level
29,Federal-gov,Other-service,40,<=50K,21-30,School Level
25,State-gov,Craft-repair,20,<=50K,21-30,College Level
62,Private,Exec-managerial,40,<=50K,61-70,College Level
21,Private,Other-service,40,<=50K,17-20,School Level
46,Private,Machine-op-inspct,40,<=50K,41-50,School Level
21,Private,Other-service,19,<=50K,17-20,School Level
18,Private,Handlers-cleaners,18,<=50K,17-20,School Level
33,Private,Prof-specialty,45,>50K,31-40,Masters
63,Private,Transport-moving,40,<=50K,61-70,School Level
52,Local-gov,Protective-serv,52,>50K,51-60,School Level
17,Private,Sales,22,<=50K,,School Level
31,Private,Sales,40,<=50K,31-40,School Level
35,Private,Tech-support,40,<=50K,31-40,College Level
31,Private,Machine-op-inspct,40,>50K,31-40,School Level
51,State-gov,Prof-specialty,40,<=50K,51-60,College Level
48,Local-gov,Craft-repair,60,<=50K,41-50,School Level
28,Private,Handlers-cleaners,40,<=50K,21-30,School Level
38,Private,Adm-clerical,40,<=50K,31-40,College Level
43,Local-gov,Prof-specialty,40,>50K,41-50,College Level
30,Private,Handlers-cleaners,40,<=50K,21-30,School Level
24,Private,Sales,55,<=50K,21-30,School Level
46,Private,Exec-managerial,60,>50K,41-50,College Level
50,Private,Transport-moving,60,<=50K,41-50,School Level
22,Private,Other-service,35,<=50K,21-30,School Level
18,State-gov,Adm-clerical,15,<=50K,17-20,School Level
53,Private,Prof-specialty,45,>50K,51-60,College Level
40,Private,Prof-specialty,44,>50K,31-40,College Level
36,Self-emp-not-inc,Prof-specialty,35,<=50K,31-40,Masters
32,Private,Exec-managerial,43,>50K,31-40,College Level
39,Private,Farming-fishing,12,<=50K,31-40,School Level
46,Private,Handlers-cleaners,40,<=50K,41-50,School Level
26,Local-gov,Adm-clerical,42,<=50K,21-30,College Level
19,Private,Sales,15,<=50K,17-20,College Level
24,Private,Machine-op-inspct,40,<=50K,21-30,School Level
28,Private,Prof-specialty,40,<=50K,21-30,Masters
25,Local-gov,Prof-specialty,40,<=50K,21-30,Masters
44,Private,Exec-managerial,40,>50K,41-50,College Level
38,Private,Craft-repair,40,<=50K,31-40,School Level
42,State-gov,Exec-managerial,45,<=50K,41-50,Masters
28,Private,Craft-repair,40,<=50K,21-30,School Level
47,Private,Sales,60,>50K,41-50,College Level
21,Local-gov,Adm-clerical,40,<=50K,17-20,College Level
35,Private,Exec-managerial,45,<=50K,31-40,College Level
26,Private,Craft-repair,40,<=50K,21-30,School Level
21,Private,Other-service,30,<=50K,17-20,College Level
67,Self-emp-not-inc,Farming-fishing,40,<=50K,61-70,School Level
54,Private,Exec-managerial,40,>50K,51-60,School Level
26,Private,Tech-support,25,<=50K,21-30,Masters
51,Private,Prof-specialty,50,<=50K,51-60,College Level
27,Private,Craft-repair,45,<=50K,21-30,College Level
39,Private,Machine-op-inspct,40,<=50K,31-40,College Level
32,Private,Exec-managerial,48,>50K,31-40,College Level
52,Private,Craft-repair,40,<=50K,51-60,School Level
21,Private,Handlers-cleaners,40,<=50K,17-20,College Level
27,Local-gov,Protective-serv,38,<=50K,21-30,School Level
46,Private,Transport-moving,45,<=50K,41-50,School Level
42,Private,Other-service,30,<=50K,41-50,Associate
79,Self-emp-inc,Sales,20,>50K,71-80,College Level
50,Federal-gov,Exec-managerial,40,>50K,41-50,College Level
51,Local-gov,Prof-specialty,60,<=50K,51-60,Masters
66,Private,Sales,5,>50K,61-70,College Level
26,Private,Prof-specialty,36,<=50K,21-30,Associate
28,Private,Sales,50,<=50K,21-30,College Level
39,Self-emp-not-inc,Prof-specialty,45,>50K,31-40,College Level
43,Private,Transport-moving,60,<=50K,41-50,College Level
20,Private,Other-service,40,<=50K,17-20,School Level
29,Private,Tech-support,40,<=50K,21-30,College Level
60,Private,Handlers-cleaners,40,<=50K,51-60,College Level
34,Private,Sales,40,>50K,31-40,School Level
60,Private,Handlers-cleaners,40,<=50K,51-60,School Level
38,Private,Sales,40,<=50K,31-40,School Level
29,Private,Machine-op-inspct,40,<=50K,21-30,Associate
49,Private,Exec-managerial,40,<=50K,41-50,College Level
37,Private,Other-service,40,<=50K,31-40,School Level
43,Private,Sales,38,>50K,41-50,College Level
19,Private,Craft-repair,60,<=50K,17-20,School Level
29,Private,Transport-moving,35,<=50K,21-30,College Level
40,Self-emp-not-inc,Craft-repair,15,<=50K,31-40,School Level
53,Private,Exec-managerial,40,>50K,51-60,School Level
27,Private,Sales,55,<=50K,21-30,College Level
29,Private,Craft-repair,38,<=50K,21-30,Associate
25,Private,Machine-op-inspct,40,<=50K,21-30,School Level
38,Private,Sales,55,<=50K,31-40,School Level
48,Self-emp-inc,Exec-managerial,50,>50K,41-50,College Level
18,Private,Other-service,12,<=50K,17-20,College Level
37,Private,Adm-clerical,40,>50K,31-40,School Level
48,Private,Other-service,20,<=50K,41-50,College Level
50,Private,Other-service,32,<=50K,41-50,College Level
24,Private,Adm-clerical,30,<=50K,21-30,College Level
34,Private,Tech-support,40,>50K,31-40,College Level
19,Private,Sales,40,<=50K,17-20,College Level
39,Private,Machine-op-inspct,40,<=50K,31-40,School Level
40,Private,Other-service,40,<=50K,31-40,College Level
30,Private,Adm-clerical,40,<=50K,21-30,School Level
27,Private,Adm-clerical,40,<=50K,21-30,School Level
46,Private,Adm-clerical,40,>50K,41-50,College Level
24,Local-gov,Prof-specialty,50,<=50K,21-30,College Level
18,Private,Other-service,20,<=50K,17-20,School Level
50,Self-emp-not-inc,Prof-specialty,60,>50K,41-50,Masters
42,Private,Machine-op-inspct,40,<=50K,41-50,School Level
42,Private,Transport-moving,40,<=50K,41-50,School Level
57,Private,Tech-support,16,<=50K,51-60,College Level
27,Private,Tech-support,40,>50K,21-30,College Level
31,Private,Machine-op-inspct,40,<=50K,31-40,School Level
34,Local-gov,Prof-specialty,40,<=50K,31-40,Masters
55,Self-emp-not-inc,Other-service,40,<=50K,51-60,School Level
56,Private,Machine-op-inspct,40,<=50K,51-60,School Level
35,State-gov,Farming-fishing,40,<=50K,31-40,College Level
28,Private,Prof-specialty,50,<=50K,21-30,Masters
38,Private,Exec-managerial,40,<=50K,31-40,College Level
30,Self-emp-inc,Handlers-cleaners,60,<=50K,21-30,School Level
18,Private,Other-service,20,<=50K,17-20,College Level
35,Private,Tech-support,40,>50K,31-40,Associate
53,Private,Other-service,40,<=50K,51-60,School Level
46,Private,Prof-specialty,40,<=50K,41-50,College Level
45,Private,Adm-clerical,40,<=50K,41-50,College Level
35,Private,Other-service,60,<=50K,31-40,School Level
41,Private,Adm-clerical,40,<=50K,41-50,School Level
60,Self-emp-not-inc,Sales,70,>50K,51-60,School Level
19,Private,Machine-op-inspct,40,<=50K,17-20,School Level
28,Private,Transport-moving,70,<=50K,21-30,School Level
29,Private,Other-service,32,<=50K,21-30,School Level
35,Self-emp-not-inc,Craft-repair,40,<=50K,31-40,College Level
18,Private,Adm-clerical,35,<=50K,17-20,School Level
53,Private,Craft-repair,40,<=50K,51-60,School Level
26,Private,Machine-op-inspct,20,<=50K,21-30,Masters
55,Private,Tech-support,40,>50K,51-60,College Level
45,Local-gov,Exec-managerial,40,>50K,41-50,College Level
28,Private,Machine-op-inspct,40,<=50K,21-30,School Level
32,Private,Exec-managerial,40,>50K,31-40,College Level
